Ciudad,Fecha,Temperatura
Cali,05/04/2025,28.5
Barranquilla,05/04/2025,28.9
Cartagena,05/04/2025,29.2
Bogota,06/04/2025,14.4
Medellin,06/04/2025,25.3
Cali,06/04/2025,28.5
Barranquilla,06/04/2025,33.5
Cartagena,06/04/2025,30.1
Bogota,07/04/2025,12.4
Medellin,07/04/2025,24.7
Cali,07/04/2025,25.3
Barranquilla,07/04/2025,30.0
Cartagena,07/04/2025,31.2
Bogota,08/04/2025,16.7
Medellin,08/04/2025,24.3
Cali,08/04/2025,25.5
Barranquilla,08/04/2025,30.6
Cartagena,08/04/2025,31.1
Bogota,09/04/2025,12.5
Medellin,09/04/2025,22.2
Cali,09/04/2025,29.6
Barranquilla,09/04/2025,34.0
Cartagena,09/04/2025,28.3
Bogota,10/04/2025,12.4
Medellin,10/04/2025,22.2
Cali,10/04/2025,30.0
Barranquilla,10/04/2025,29.5
Cartagena,10/04/2025,32.6
Bogota,11/04/2025,15.5
Medellin,11/04/2025,23.4
Cali,11/04/2025,27.4
Barranquilla,11/04/2025,33.3
Cartagena,11/04/2025,30.5
Bogota,12/04/2025,15.5
Medellin,12/04/2025,24.4
Cali,12/04/2025,26.3
Barranquilla,12/04/2025,32.3
Cartagena,12/04/2025,30.6
Bogota,13/04/2025,13.6
Medellin,13/04/2025,20.1
Cali,13/04/2025,28.2
Barranquilla,13/04/2025,33.4
Cartagena,13/04/2025,29.7
Bogota,14/04/2025,15.2
Medellin,14/04/2025,24.0
Cali,14/04/2025,28.5
Barranquilla,14/04/2025,28.3
Cartagena,14/04/2025,31.5
Bogota,15/04/2025,13.4
Medellin,15/04/2025,22.5
Cali,15/04/2025,25.8
Barranquilla,15/04/2025,33.6
Cartagena,15/04/2025,29.8
Bogota,16/04/2025,15.5
Medellin,16/04/2025,24.6
Cali,16/04/2025,28.1
Barranquilla,16/04/2025,32.4
Cartagena,16/04/2025,30.1
Bogota,17/04/2025,15.8
Medellin,17/04/2025,20.3
Cali,17/04/2025,28.7
Barranquilla,17/04/2025,30.0
Cartagena,17/04/2025,30.3
Bogota,18/04/2025,12.2
Medellin,18/04/2025,20.7
Cali,18/04/2025,24.9
Barranquilla,18/04/2025,29.7
Cartagena,18/04/2025,31.0
Bogota,19/04/2025,16.5
Medellin,19/04/2025,23.2
Cali,19/04/2025,27.9
Barranquilla,19/04/2025,30.1
Cartagena,19/04/2025,30.2
Bogota,20/04/2025,12.9
Medellin,20/04/2025,24.1
Cali,20/04/2025,28.7
Barranquilla,20/04/2025,30.6
Cartagena,20/04/2025,32.5
Bogota,21/04/2025,16.6
Medellin,21/04/2025,24.4
Cali,21/04/2025,29.8
Barranquilla,21/04/2025,29.8
Cartagena,21/04/2025,31.7
Bogota,22/04/2025,15.3
Medellin,22/04/2025,25.9
Cali,22/04/2025,28.4
Barranquilla,22/04/2025,31.5
Cartagena,22/04/2025,27.6
Bogota,23/04/2025,12.4
Medellin,23/04/2025,24.3
Cali,23/04/2025,29.7
Barranquilla,23/04/2025,31.6
Cartagena,23/04/2025,32.1
Bogota,24/04/2025,12.9
Medellin,24/04/2025,25.2
Cali,24/04/2025,24.9
Barranquilla,24/04/2025,33.1
Cartagena,24/04/2025,32.5
Bogota,25/04/2025,15.2
Medellin,25/04/2025,24.2
Cali,25/04/2025,28.5
Barranquilla,25/04/2025,32.9
Cartagena,25/04/2025,31.3
Bogota,26/04/2025,16.1
Medellin,26/04/2025,21.5
Cali,26/04/2025,29.8
Barranquilla,26/04/2025,28.1
Cartagena,26/04/2025,32.6
Bogota,27/04/2025,16.3
Medellin,27/04/2025,20.1
Cali,27/04/2025,29.0
Barranquilla,27/04/2025,32.0
Cartagena,27/04/2025,32.1
Bogota,28/04/2025,15.4
Medellin,28/04/2025,21.3
Cali,28/04/2025,26.1
Barranquilla,28/04/2025,28.9
Cartagena,28/04/2025,32.0
Bogota,29/04/2025,16.9
Medellin,29/04/2025,25.8
Cali,29/04/2025,27.3
Barranquilla,29/04/2025,29.8
Cartagena,29/04/2025,31.4
Bogota,30/04/2025,14.6
Medellin,30/04/2025,20.1
Cali,30/04/2025,25.4
Barranquilla,30/04/2025,33.3
Cartagena,30/04/2025,31.5
Bogota,01/05/2025,14.7
Medellin,01/05/2025,23.9
Cali,01/05/2025,27.0
Barranquilla,01/05/2025,29.7
Cartagena,01/05/2025,32.1
Bogota,02/05/2025,13.9
Medellin,02/05/2025,20.6
Cali,02/05/2025,28.5
Barranquilla,02/05/2025,30.4
Cartagena,02/05/2025,30.6
Bogota,03/05/2025,13.0
Medellin,03/05/2025,22.2
Cali,03/05/2025,26.7
Barranquilla,03/05/2025,28.1
Cartagena,03/05/2025,29.6
Bogota,04/05/2025,12.6
Medellin,04/05/2025,23.4
Cali,04/05/2025,29.3
Barranquilla,04/05/2025,31.8
Cartagena,04/05/2025,31.8
Bogota,05/05/2025,14.7
Medellin,05/05/2025,20.9
Cali,05/05/2025,26.0
Barranquilla,05/05/2025,33.6
Cartagena,05/05/2025,31.0
Bogota,06/05/2025,16.2
Medellin,06/05/2025,25.7
Cali,06/05/2025,28.7
Barranquilla,06/05/2025,33.7
Cartagena,06/05/2025,29.3
Bogota,07/05/2025,14.3
Medellin,07/05/2025,22.2
Cali,07/05/2025,26.3
Barranquilla,07/05/2025,30.5
Cartagena,07/05/2025,28.7
Bogota,08/05/2025,15.0
Medellin,08/05/2025,20.4
Cali,08/05/2025,24.7
Barranquilla,08/05/2025,33.4
Cartagena,08/05/2025,30.1
Bogota,09/05/2025,14.7
Medellin,09/05/2025,22.7
Cali,09/05/2025,25.3
Barranquilla,09/05/2025,33.5
Cartagena,09/05/2025,32.4
Bogota,10/05/2025,12.7
Medellin,10/05/2025,25.0
Cali,10/05/2025,25.6
Barranquilla,10/05/2025,33.7
Cartagena,10/05/2025,29.0
Bogota,11/05/2025,12.9
Medellin,11/05/2025,23.0
Cali,11/05/2025,28.7
Barranquilla,11/05/2025,30.1
Cartagena,11/05/2025,28.5
Bogota,12/05/2025,16.8
Medellin,12/05/2025,22.9
Cali,12/05/2025,25.4
Barranquilla,12/05/2025,33.6
Cartagena,12/05/2025,27.3
Bogota,13/05/2025,15.7
Medellin,13/05/2025,25.4
Cali,13/05/2025,28.7
Barranquilla,13/05/2025,28.7
Cartagena,13/05/2025,28.4
Bogota,14/05/2025,14.9
Medellin,14/05/2025,24.9
Cali,14/05/2025,27.5
Barranquilla,14/05/2025,30.2
Cartagena,14/05/2025,28.8
Bogota,15/05/2025,15.9
Medellin,15/05/2025,23.2
Cali,15/05/2025,25.1
Barranquilla,15/05/2025,34.0
Cartagena,15/05/2025,29.4
Bogota,16/05/2025,15.1
Medellin,16/05/2025,21.5
Cali,16/05/2025,30.0
Barranquilla,16/05/2025,28.7
Cartagena,16/05/2025,28.8
Bogota,17/05/2025,15.5
Medellin,17/05/2025,24.8
Cali,17/05/2025,26.2
Barranquilla,17/05/2025,29.5
Cartagena,17/05/2025,27.7
Bogota,18/05/2025,16.8
Medellin,18/05/2025,25.6
Cali,18/05/2025,27.1
Barranquilla,18/05/2025,31.9
Cartagena,18/05/2025,27.8
Bogota,19/05/2025,12.8
Medellin,19/05/2025,21.4
Cali,19/05/2025,26.5
Barranquilla,19/05/2025,30.2
Cartagena,19/05/2025,32.5
Bogota,20/05/2025,12.2
Medellin,20/05/2025,24.9
Cali,20/05/2025,27.0
Barranquilla,20/05/2025,28.8
Cartagena,20/05/2025,29.3
Bogota,21/05/2025,15.4
Medellin,21/05/2025,21.1
Cali,21/05/2025,25.0
Barranquilla,21/05/2025,31.2
Cartagena,21/05/2025,28.2
Bogota,22/05/2025,14.5
Medellin,22/05/2025,25.8
Cali,22/05/2025,24.8
Barranquilla,22/05/2025,32.8
Cartagena,22/05/2025,30.4
Bogota,23/05/2025,16.6
Medellin,23/05/2025,24.1
Cali,23/05/2025,28.8
Barranquilla,23/05/2025,30.7
Cartagena,23/05/2025,30.5
Bogota,24/05/2025,15.3
Medellin,24/05/2025,22.7
Cali,24/05/2025,27.3
Barranquilla,24/05/2025,31.0
Cartagena,24/05/2025,27.5
Bogota,25/05/2025,13.4
Medellin,25/05/2025,20.4
Cali,25/05/2025,25.0
Barranquilla,25/05/2025,30.9
Cartagena,25/05/2025,29.1
Bogota,26/05/2025,14.3
Medellin,26/05/2025,20.4
Cali,26/05/2025,29.3
Barranquilla,26/05/2025,29.5
Cartagena,26/05/2025,32.1
Bogota,27/05/2025,15.7
Medellin,27/05/2025,24.2
Cali,27/05/2025,27.4
Barranquilla,27/05/2025,32.5
Cartagena,27/05/2025,30.3
Bogota,28/05/2025,13.5
Medellin,28/05/2025,22.8
Cali,28/05/2025,29.3
Barranquilla,28/05/2025,29.3
Cartagena,28/05/2025,29.7
Bogota,29/05/2025,13.2
Medellin,29/05/2025,24.4
Cali,29/05/2025,28.4
Barranquilla,29/05/2025,28.3
Cartagena,29/05/2025,32.8
Bogota,30/05/2025,12.6
Medellin,30/05/2025,22.6
Cali,30/05/2025,25.0
Barranquilla,30/05/2025,29.0
Cartagena,30/05/2025,28.2
Bogota,31/05/2025,14.6
Medellin,31/05/2025,21.6
Cali,31/05/2025,26.5
Barranquilla,31/05/2025,31.0
Cartagena,31/05/2025,27.1
Bogota,01/06/2025,16.6
Medellin,01/06/2025,23.8
Cali,01/06/2025,28.6
Barranquilla,01/06/2025,30.1
Cartagena,01/06/2025,32.1
Bogota,02/06/2025,16.3
Medellin,02/06/2025,24.6
Cali,02/06/2025,24.8
Barranquilla,02/06/2025,32.6
Cartagena,02/06/2025,29.4
Bogota,03/06/2025,12.1
Medellin,03/06/2025,21.2
Cali,03/06/2025,26.4
Barranquilla,03/06/2025,31.6
Cartagena,03/06/2025,27.9
Bogota,04/06/2025,16.4
Medellin,04/06/2025,20.0
Cali,04/06/2025,27.8
Barranquilla,04/06/2025,31.2
Cartagena,04/06/2025,27.3
Bogota,05/06/2025,12.4
Medellin,05/06/2025,24.5
Cali,05/06/2025,26.4
Barranquilla,05/06/2025,32.8
Cartagena,05/06/2025,31.4
Bogota,06/06/2025,14.1
Medellin,06/06/2025,24.9
Cali,06/06/2025,29.1
Barranquilla,06/06/2025,29.0
Cartagena,06/06/2025,27.8
Bogota,07/06/2025,15.0
Medellin,07/06/2025,23.0
Cali,07/06/2025,25.9
Barranquilla,07/06/2025,30.3
Cartagena,07/06/2025,32.8
Bogota,08/06/2025,15.3
Medellin,08/06/2025,23.0
Cali,08/06/2025,27.0
Barranquilla,08/06/2025,30.2
Cartagena,08/06/2025,27.0
Bogota,09/06/2025,14.0
Medellin,09/06/2025,20.8
Cali,09/06/2025,28.3
Barranquilla,09/06/2025,30.6
Cartagena,09/06/2025,29.7
Bogota,10/06/2025,13.7
Medellin,10/06/2025,25.8
Cali,10/06/2025,26.6
Barranquilla,10/06/2025,28.1
Cartagena,10/06/2025,27.7
Bogota,11/06/2025,13.9
Medellin,11/06/2025,22.4
Cali,11/06/2025,24.4
Barranquilla,11/06/2025,32.9
Cartagena,11/06/2025,29.0
Bogota,12/06/2025,15.6
Medellin,12/06/2025,25.4
Cali,12/06/2025,27.1
Barranquilla,12/06/2025,31.3
Cartagena,12/06/2025,32.6
Bogota,13/06/2025,12.1
Medellin,13/06/2025,22.5
Cali,13/06/2025,27.6
Barranquilla,13/06/2025,29.7
Cartagena,13/06/2025,30.9
Bogota,14/06/2025,12.3
Medellin,14/06/2025,24.3
Cali,14/06/2025,25.4
Barranquilla,14/06/2025,31.9
Cartagena,14/06/2025,31.1
Bogota,15/06/2025,12.7
Medellin,15/06/2025,23.0
Cali,15/06/2025,29.6
Barranquilla,15/06/2025,28.3
Cartagena,15/06/2025,32.7
Bogota,16/06/2025,12.6
Medellin,16/06/2025,22.9
Cali,16/06/2025,27.1
Barranquilla,16/06/2025,30.2
Cartagena,16/06/2025,32.8
Bogota,17/06/2025,14.9
Medellin,17/06/2025,23.8
Cali,17/06/2025,26.2
Barranquilla,17/06/2025,33.9
Cartagena,17/06/2025,29.2
Bogota,18/06/2025,12.6
Medellin,18/06/2025,22.4
Cali,18/06/2025,27.6
Barranquilla,18/06/2025,28.4
Cartagena,18/06/2025,29.4
Bogota,19/06/2025,16.7
Medellin,19/06/2025,21.9
Cali,19/06/2025,27.8
Barranquilla,19/06/2025,29.6
Cartagena,19/06/2025,30.7
Bogota,20/06/2025,14.6
Medellin,20/06/2025,22.7
Cali,20/06/2025,29.9
Barranquilla,20/06/2025,29.0
Cartagena,20/06/2025,27.3
Bogota,21/06/2025,13.5
Medellin,21/06/2025,25.6
Cali,21/06/2025,24.2
Barranquilla,21/06/2025,29.7
Cartagena,21/06/2025,32.8
Bogota,22/06/2025,16.5
Medellin,22/06/2025,24.4
Cali,22/06/2025,26.8
Barranquilla,22/06/2025,31.5
Cartagena,22/06/2025,30.5
Bogota,23/06/2025,12.1
Medellin,23/06/2025,22.0
Cali,23/06/2025,28.5
Barranquilla,23/06/2025,30.2
Cartagena,23/06/2025,27.1
Bogota,24/06/2025,14.0
Medellin,24/06/2025,24.2
Cali,24/06/2025,27.4
Barranquilla,24/06/2025,33.5
Cartagena,24/06/2025,27.7
Bogota,25/06/2025,15.5
Medellin,25/06/2025,25.2
Cali,25/06/2025,26.1
Barranquilla,25/06/2025,32.1
Cartagena,25/06/2025,27.6
Bogota,26/06/2025,16.8
Medellin,26/06/2025,20.8
Cali,26/06/2025,27.0
Barranquilla,26/06/2025,28.6
Cartagena,26/06/2025,27.1
Bogota,27/06/2025,14.6
Medellin,27/06/2025,24.9
Cali,27/06/2025,24.2
Barranquilla,27/06/2025,29.1
Cartagena,27/06/2025,30.5
Bogota,28/06/2025,16.5
Medellin,28/06/2025,25.2
Cali,28/06/2025,28.0
Barranquilla,28/06/2025,28.7
Cartagena,28/06/2025,29.0
Bogota,29/06/2025,16.0
Medellin,29/06/2025,25.9
Cali,29/06/2025,27.4
Barranquilla,29/06/2025,32.3
Cartagena,29/06/2025,27.4
Bogota,30/06/2025,13.7
Medellin,30/06/2025,25.2
Cali,30/06/2025,25.4
Barranquilla,30/06/2025,31.8
Cartagena,30/06/2025,28.1
Bogota,01/07/2025,14.3
Medellin,01/07/2025,25.0
Cali,01/07/2025,24.5
Barranquilla,01/07/2025,33.6
Cartagena,01/07/2025,27.4
Bogota,02/07/2025,14.8
Medellin,02/07/2025,22.1
Cali,02/07/2025,28.9
Barranquilla,02/07/2025,29.5
Cartagena,02/07/2025,27.6
Bogota,03/07/2025,13.4
Medellin,03/07/2025,22.3
Cali,03/07/2025,26.7
Barranquilla,03/07/2025,29.1
Cartagena,03/07/2025,30.5
Bogota,04/07/2025,13.0
Medellin,04/07/2025,25.4
Cali,04/07/2025,27.2
Barranquilla,04/07/2025,32.4
Cartagena,04/07/2025,29.9
Bogota,05/07/2025,15.7
Medellin,05/07/2025,23.8
Cali,05/07/2025,25.5
Barranquilla,05/07/2025,29.2
Cartagena,05/07/2025,27.2
Bogota,06/07/2025,16.3
Medellin,06/07/2025,25.2
Cali,06/07/2025,27.1
Barranquilla,06/07/2025,31.7
Cartagena,06/07/2025,32.7
Bogota,07/07/2025,16.0
Medellin,07/07/2025,24.7
Cali,07/07/2025,28.5
Barranquilla,07/07/2025,33.9
Cartagena,07/07/2025,32.2
Bogota,08/07/2025,13.5
Medellin,08/07/2025,22.4
Cali,08/07/2025,29.9
Barranquilla,08/07/2025,28.7
Cartagena,08/07/2025,28.0
Bogota,09/07/2025,12.7
Medellin,09/07/2025,24.1
Cali,09/07/2025,29.9
Barranquilla,09/07/2025,29.3
Cartagena,09/07/2025,32.4
Bogota,10/07/2025,16.4
Medellin,10/07/2025,21.2
Cali,10/07/2025,26.8
Barranquilla,10/07/2025,30.9
Cartagena,10/07/2025,28.3
Bogota,11/07/2025,14.1
Medellin,11/07/2025,21.6
Cali,11/07/2025,24.4
Barranquilla,11/07/2025,28.4
Cartagena,11/07/2025,32.2
Bogota,12/07/2025,16.1
Medellin,12/07/2025,21.3
Cali,12/07/2025,29.9
Barranquilla,12/07/2025,29.2
Cartagena,12/07/2025,27.2
Bogota,13/07/2025,13.0
Medellin,13/07/2025,20.4
Cali,13/07/2025,29.1
Barranquilla,13/07/2025,31.1
Cartagena,13/07/2025,31.1
Bogota,14/07/2025,14.8
Medellin,14/07/2025,24.3
Cali,14/07/2025,29.1
Barranquilla,14/07/2025,31.1
Cartagena,14/07/2025,32.4
Bogota,15/07/2025,12.6
Medellin,15/07/2025,21.3
Cali,15/07/2025,28.6
Barranquilla,15/07/2025,30.3
Cartagena,15/07/2025,29.5
Bogota,16/07/2025,14.7
Medellin,16/07/2025,20.2
Cali,16/07/2025,25.2
Barranquilla,16/07/2025,29.0
Cartagena,16/07/2025,31.6
Bogota,17/07/2025,14.5
Medellin,17/07/2025,20.3
Cali,17/07/2025,25.8
Barranquilla,17/07/2025,31.8
Cartagena,17/07/2025,29.5
Bogota,18/07/2025,15.8
Medellin,18/07/2025,24.7
Cali,18/07/2025,27.8
Barranquilla,18/07/2025,28.5
Cartagena,18/07/2025,32.0
Bogota,19/07/2025,14.3
Medellin,19/07/2025,21.2
Cali,19/07/2025,26.8
Barranquilla,19/07/2025,32.7
Cartagena,19/07/2025,27.3
Bogota,20/07/2025,14.4
Medellin,20/07/2025,22.7
Cali,20/07/2025,25.9
Barranquilla,20/07/2025,29.6
Cartagena,20/07/2025,32.7
Bogota,21/07/2025,13.5
Medellin,21/07/2025,25.9
Cali,21/07/2025,29.9
Barranquilla,21/07/2025,31.2
Cartagena,21/07/2025,28.3
Bogota,22/07/2025,16.4
Medellin,22/07/2025,21.1
Cali,22/07/2025,29.2
Barranquilla,22/07/2025,30.8
Cartagena,22/07/2025,28.4
Bogota,23/07/2025,15.6
Medellin,23/07/2025,22.8
Cali,23/07/2025,27.9
Barranquilla,23/07/2025,28.6
Cartagena,23/07/2025,29.7
Bogota,24/07/2025,15.0
Medellin,24/07/2025,22.8
Cali,24/07/2025,27.7
Barranquilla,24/07/2025,33.2
Cartagena,24/07/2025,29.3
Bogota,25/07/2025,15.9
Medellin,25/07/2025,25.7
Cali,25/07/2025,27.4
Barranquilla,25/07/2025,31.8
Cartagena,25/07/2025,31.7
Bogota,26/07/2025,15.8
Medellin,26/07/2025,25.8
Cali,26/07/2025,28.3
Barranquilla,26/07/2025,29.0
Cartagena,26/07/2025,27.2
Bogota,27/07/2025,15.9
Medellin,27/07/2025,20.5
Cali,27/07/2025,26.2
Barranquilla,27/07/2025,28.5
Cartagena,27/07/2025,29.2
Bogota,28/07/2025,14.0
Medellin,28/07/2025,21.4
Cali,28/07/2025,24.3
Barranquilla,28/07/2025,32.2
Cartagena,28/07/2025,28.2
Bogota,29/07/2025,12.6
Medellin,29/07/2025,23.5
Cali,29/07/2025,29.5
Barranquilla,29/07/2025,28.6
Cartagena,29/07/2025,30.3
Bogota,30/07/2025,13.0
Medellin,30/07/2025,23.7
Cali,30/07/2025,26.1
Barranquilla,30/07/2025,28.7
Cartagena,30/07/2025,32.2
Bogota,31/07/2025,15.4
Medellin,31/07/2025,21.2
Cali,31/07/2025,29.0
Barranquilla,31/07/2025,29.4
Cartagena,31/07/2025,27.3
Bogota,01/08/2025,13.0
Medellin,01/08/2025,25.1
Cali,01/08/2025,25.6
Barranquilla,01/08/2025,33.7
Cartagena,01/08/2025,31.4
Bogota,02/08/2025,16.7
Medellin,02/08/2025,23.8
Cali,02/08/2025,26.7
Barranquilla,02/08/2025,31.9
Cartagena,02/08/2025,28.9
Bogota,03/08/2025,15.1
Medellin,03/08/2025,22.6
Cali,03/08/2025,28.8
Barranquilla,03/08/2025,33.0
Cartagena,03/08/2025,31.0
Bogota,04/08/2025,16.7
Medellin,04/08/2025,21.6
Cali,04/08/2025,26.7
Barranquilla,04/08/2025,31.7
Cartagena,04/08/2025,30.5
Bogota,05/08/2025,16.3
Medellin,05/08/2025,21.2
Cali,05/08/2025,26.2
Barranquilla,05/08/2025,31.9
Cartagena,05/08/2025,27.3
Bogota,06/08/2025,14.3
Medellin,06/08/2025,22.4
Cali,06/08/2025,27.7
Barranquilla,06/08/2025,32.7
Cartagena,06/08/2025,29.4
Bogota,07/08/2025,14.4
Medellin,07/08/2025,24.4
Cali,07/08/2025,25.2
Barranquilla,07/08/2025,31.3
Cartagena,07/08/2025,30.6
Bogota,08/08/2025,12.2
Medellin,08/08/2025,21.7
Cali,08/08/2025,27.5
Barranquilla,08/08/2025,32.4
Cartagena,08/08/2025,29.0
Bogota,09/08/2025,12.7
Medellin,09/08/2025,25.3
Cali,09/08/2025,29.9
Barranquilla,09/08/2025,28.5
Cartagena,09/08/2025,29.9
Bogota,10/08/2025,15.1
Medellin,10/08/2025,20.7
Cali,10/08/2025,24.9
Barranquilla,10/08/2025,33.2
Cartagena,10/08/2025,27.6
Bogota,11/08/2025,15.5
Medellin,11/08/2025,23.5
Cali,11/08/2025,27.0
Barranquilla,11/08/2025,30.2
Cartagena,11/08/2025,31.5
Bogota,12/08/2025,16.0
Medellin,12/08/2025,22.5
Cali,12/08/2025,28.3
Barranquilla,12/08/2025,32.8
Cartagena,12/08/2025,31.6
Bogota,13/08/2025,12.2
Medellin,13/08/2025,24.8
Cali,13/08/2025,26.4
Barranquilla,13/08/2025,29.1
Cartagena,13/08/2025,28.4
Bogota,14/08/2025,14.1
Medellin,14/08/2025,25.4
Cali,14/08/2025,27.1
Barranquilla,14/08/2025,31.4
Cartagena,14/08/2025,32.9
Bogota,15/08/2025,13.6
Medellin,15/08/2025,23.8
Cali,15/08/2025,27.1
Barranquilla,15/08/2025,29.7
Cartagena,15/08/2025,29.4
Bogota,16/08/2025,15.3
Medellin,16/08/2025,24.3
Cali,16/08/2025,26.4
Barranquilla,16/08/2025,30.0
Cartagena,16/08/2025,31.2
Bogota,17/08/2025,16.9
Medellin,17/08/2025,24.7
Cali,17/08/2025,24.8
Barranquilla,17/08/2025,28.4
Cartagena,17/08/2025,29.6
Bogota,18/08/2025,12.8
Medellin,18/08/2025,21.6
Cali,18/08/2025,24.2
Barranquilla,18/08/2025,30.4
Cartagena,18/08/2025,27.1
Bogota,19/08/2025,15.6
Medellin,19/08/2025,23.9
Cali,19/08/2025,25.4
Barranquilla,19/08/2025,28.3
Cartagena,19/08/2025,28.7
Bogota,20/08/2025,13.8
Medellin,20/08/2025,22.7
Cali,20/08/2025,29.2
Barranquilla,20/08/2025,33.8
Cartagena,20/08/2025,27.4
Bogota,21/08/2025,15.3
Medellin,21/08/2025,21.8
Cali,21/08/2025,24.1
Barranquilla,21/08/2025,30.5
Cartagena,21/08/2025,28.2
Bogota,22/08/2025,13.5
Medellin,22/08/2025,26.0
Cali,22/08/2025,25.3
Barranquilla,22/08/2025,30.2
Cartagena,22/08/2025,31.1
Bogota,23/08/2025,16.4
Medellin,23/08/2025,24.7
Cali,23/08/2025,27.1
Barranquilla,23/08/2025,30.3
Cartagena,23/08/2025,31.6
Bogota,24/08/2025,12.2
Medellin,24/08/2025,23.2
Cali,24/08/2025,27.9
Barranquilla,24/08/2025,32.9
Cartagena,24/08/2025,30.7
Bogota,25/08/2025,13.0
Medellin,25/08/2025,23.2
Cali,25/08/2025,29.8
Barranquilla,25/08/2025,28.5
Cartagena,25/08/2025,31.9
Bogota,26/08/2025,14.0
Medellin,26/08/2025,20.6
Cali,26/08/2025,29.7
Barranquilla,26/08/2025,33.9
Cartagena,26/08/2025,30.7
Bogota,27/08/2025,13.3
Medellin,27/08/2025,24.6
Cali,27/08/2025,26.8
Barranquilla,27/08/2025,28.4
Cartagena,27/08/2025,30.9
Bogota,28/08/2025,12.6
Medellin,28/08/2025,25.5
Cali,28/08/2025,29.7
Barranquilla,28/08/2025,32.7
Cartagena,28/08/2025,30.5
Bogota,29/08/2025,13.3
Medellin,29/08/2025,25.5
Cali,29/08/2025,27.7
Barranquilla,29/08/2025,31.5
Cartagena,29/08/2025,29.2
Bogota,30/08/2025,12.2
Medellin,30/08/2025,22.9
Cali,30/08/2025,25.5
Barranquilla,30/08/2025,28.6
Cartagena,30/08/2025,28.4
Bogota,31/08/2025,12.7
Medellin,31/08/2025,20.8
Cali,31/08/2025,24.8
Barranquilla,31/08/2025,30.9
Cartagena,31/08/2025,29.4
Bogota,01/09/2025,14.6
Medellin,01/09/2025,21.3
Cali,01/09/2025,27.1
Barranquilla,01/09/2025,31.2
Cartagena,01/09/2025,29.3
Bogota,02/09/2025,16.9
Medellin,02/09/2025,20.7
Cali,02/09/2025,27.7
Barranquilla,02/09/2025,32.3
Cartagena,02/09/2025,27.5
Bogota,03/09/2025,15.5
Medellin,03/09/2025,21.0
Cali,03/09/2025,27.6
Barranquilla,03/09/2025,30.7
Cartagena,03/09/2025,30.4
Bogota,04/09/2025,14.7
Medellin,04/09/2025,23.1
Cali,04/09/2025,28.2
Barranquilla,04/09/2025,28.3
Cartagena,04/09/2025,30.7
Bogota,05/09/2025,15.3
Medellin,05/09/2025,23.8
Cali,05/09/2025,28.9
Barranquilla,05/09/2025,33.4
Cartagena,05/09/2025,28.9
Bogota,06/09/2025,12.1
Medellin,06/09/2025,24.0
Cali,06/09/2025,24.9
Barranquilla,06/09/2025,30.1
Cartagena,06/09/2025,27.5
Bogota,07/09/2025,16.4
Medellin,07/09/2025,21.2
Cali,07/09/2025,25.4
Barranquilla,07/09/2025,28.5
Cartagena,07/09/2025,30.8
Bogota,08/09/2025,14.0
Medellin,08/09/2025,23.6
Cali,08/09/2025,24.7
Barranquilla,08/09/2025,29.6
Cartagena,08/09/2025,27.4
Bogota,09/09/2025,13.6
Medellin,09/09/2025,21.1
Cali,09/09/2025,24.9
Barranquilla,09/09/2025,30.4
Cartagena,09/09/2025,29.9
Bogota,10/09/2025,12.1
Medellin,10/09/2025,25.4
Cali,10/09/2025,24.3
Barranquilla,10/09/2025,30.3
Cartagena,10/09/2025,27.1
Bogota,11/09/2025,15.8
Medellin,11/09/2025,22.5
Cali,11/09/2025,27.7
Barranquilla,11/09/2025,29.1
Cartagena,11/09/2025,27.8
Bogota,12/09/2025,15.5
Medellin,12/09/2025,26.0
Cali,12/09/2025,24.9
Barranquilla,12/09/2025,29.6
Cartagena,12/09/2025,29.9
Bogota,13/09/2025,14.2
Medellin,13/09/2025,23.5
Cali,13/09/2025,24.6
Barranquilla,13/09/2025,28.1
Cartagena,13/09/2025,31.2
Bogota,14/09/2025,13.5
Medellin,14/09/2025,23.8
Cali,14/09/2025,24.0
Barranquilla,14/09/2025,33.0
Cartagena,14/09/2025,29.1
Bogota,15/09/2025,12.8
Medellin,15/09/2025,20.0
Cali,15/09/2025,24.3
Barranquilla,15/09/2025,32.8
Cartagena,15/09/2025,31.8
Bogota,16/09/2025,13.6
Medellin,16/09/2025,23.3
Cali,16/09/2025,29.2
Barranquilla,16/09/2025,34.0
Cartagena,16/09/2025,31.5
Bogota,17/09/2025,15.3
Medellin,17/09/2025,21.9
Cali,17/09/2025,26.5
Barranquilla,17/09/2025,33.6
Cartagena,17/09/2025,29.3
Bogota,18/09/2025,16.5
Medellin,18/09/2025,24.8
Cali,18/09/2025,27.7
Barranquilla,18/09/2025,29.8
Cartagena,18/09/2025,32.1
Bogota,19/09/2025,16.9
Medellin,19/09/2025,22.5
Cali,19/09/2025,26.3
Barranquilla,19/09/2025,28.0
Cartagena,19/09/2025,30.7
Bogota,20/09/2025,14.8
Medellin,20/09/2025,24.2
Cali,20/09/2025,27.5
Barranquilla,20/09/2025,31.4
Cartagena,20/09/2025,31.4
Bogota,21/09/2025,15.6
Medellin,21/09/2025,25.0
Cali,21/09/2025,26.1
Barranquilla,21/09/2025,29.7
Cartagena,21/09/2025,28.5
Bogota,22/09/2025,16.8
Medellin,22/09/2025,20.3
Cali,22/09/2025,25.9
Barranquilla,22/09/2025,32.7
